Iteration,Individual,X,Y,Fitness
4,46,-0.174137778,0.108951627,1.438017225
4,47,0.061409972,-0.200699569,1.452330299
4,48,-0.193037135,0.080270151,1.455161106
4,49,-0.072128621,0.199782773,1.479446929
4,50,-0.073190585,0.200933232,1.492376477
4,51,-0.03273478,-0.213579781,1.492808433
4,52,0.19552555,0.085978377,1.497426936
4,53,-0.166447401,0.132629698,1.513052056
4,54,0.011252512,0.218899789,1.514186776
4,55,-0.130776788,0.170740499,1.532596933
4,56,0.191204724,0.110910353,1.576188637
4,57,-0.046950075,0.221037229,1.581008358
4,58,0.0860394,-0.208390152,1.59883755
4,59,0.138233112,0.176252415,1.614788997
4,60,-0.235260279,-0.00903046,1.647865225
4,61,-0.118471129,0.201021621,1.686785412
4,62,-0.233215172,-0.07850085,1.765029251
4,63,-0.247627586,0.03538831,1.772692325
4,64,0.157606432,-0.182764199,1.774528702
4,65,0.24861703,0.03810257,1.784729912
4,66,0.242156403,0.06798924,1.801596702
4,67,-0.05991256,0.248042336,1.82534122
4,68,0.118933369,-0.224966448,1.864602324
4,69,-0.246286294,0.080191712,1.870052254
4,70,-0.06081876,-0.25382387,1.871735137
4,71,0.247189227,0.083364515,1.88718901
4,72,-0.265075832,-0.036796706,1.909290827
4,73,-0.125488945,0.229795037,1.929757955
4,74,-0.269417041,-0.033319381,1.93701673
4,75,-0.27214026,0.038305754,1.964412425
4,76,-0.251546418,-0.101831239,1.985078936
4,77,0.276596299,-0.029546155,1.985618618
4,78,0.257641235,0.100467791,2.023582052
4,79,-0.156961963,-0.221896761,2.033741293
4,80,-0.041910243,0.281534952,2.038722696
4,81,-0.224421273,-0.155335563,2.041962646
4,82,-0.229189323,0.149985829,2.04611668
4,83,0.145376687,-0.235028075,2.062260041
4,84,0.108218922,0.260280747,2.071526564
4,85,0.272984757,0.084176649,2.077236353
4,86,0.24889767,0.129127331,2.080002739
4,87,0.290724702,-0.030356662,2.088564261
4,88,-0.283393775,-0.062726951,2.092833513
4,89,-0.29113933,0.039041743,2.102744143
4,90,0.266142809,0.109230644,2.116080024
4,91,0.121800254,-0.258841209,2.116344119
4,92,0.184947069,0.212948914,2.131345181
4,93,0.290847399,0.063824506,2.147291041
4,94,0.193006648,0.209344757,2.155647462
4,95,-0.079478885,-0.28682014,2.159576516
4,96,0.0670504,0.291910227,2.162139319
4,97,0.21292375,0.190421188,2.162613389
4,98,0.106043293,-0.275717573,2.16960866
4,99,0.132014986,-0.26361556,2.192020037
5,0,-6.64E-04,-0.010166742,0.031578807
5,1,0.030902817,0.04206472,0.218860364
5,2,0.019399596,-0.059700103,0.279363881
5,3,-0.046841019,0.046868305,0.301010751
5,4,0.065285374,0.016142677,0.306453454
5,5,-0.029202112,0.068350081,0.351498074
5,6,0.074849013,0.032496668,0.399693172
5,7,0.029455141,0.076768516,0.403779651
5,8,0.074161415,-0.051242167,0.459821719
5,9,-0.009033382,-0.090397306,0.462574772
5,10,0.043615236,0.100553206,0.603336077
5,11,0.042263267,-0.10295195,0.616162568
5,12,0.082302378,-0.077421211,0.632569649
5,13,0.04171782,0.107556072,0.647785739
5,14,0.112877447,0.026474191,0.650579174
5,15,-0.086775469,0.079242856,0.66863025
5,16,0.055142546,-0.104428111,0.671038098
5,17,0.044844694,-0.111922822,0.689332922
5,18,-0.058381877,0.112720124,0.742677508
5,19,-0.070118921,0.108578483,0.763379641
5,20,-0.056710327,-0.126523774,0.838975414
5,21,0.085728479,0.108761652,0.842637914
5,22,0.104807081,-0.095127904,0.869510944
5,23,-0.12401315,0.075407814,0.897607142
5,24,-0.127607056,0.074021718,0.917648676
5,25,0.095105671,0.113232432,0.924253119
5,26,-0.061882477,0.13932085,0.956753109
5,27,-0.134660062,-0.075238214,0.975742273
5,28,-0.108368161,0.112668124,0.999350843
5,29,-0.081509586,-0.137202641,1.023588837
5,30,0.163327938,-0.025673567,1.058113676
5,31,-0.117042696,-0.116555412,1.078699533
5,32,-0.108452292,-0.127776755,1.099866444
5,33,-0.175805133,-0.023790646,1.161109642
5,34,0.089762435,-0.150438404,1.162802967
5,35,0.02640129,0.176044608,1.166800171
5,36,0.02635621,0.17686648,1.173705252
5,37,-0.182450406,0.012779648,1.2065544
5,38,0.060274925,0.17138784,1.208588542
5,39,-0.133062761,0.121055108,1.21213588
5,40,-0.183107161,-0.025867589,1.225969954
5,41,0.018484584,0.184564567,1.229462439
5,42,0.088558907,-0.167922634,1.291615945
5,43,-0.192296088,0.027877247,1.306756784
5,44,0.04152304,0.189438464,1.307504903
5,45,0.162426207,-0.10337203,1.321401177
5,46,-0.200657998,-0.003532975,1.357758533
5,47,-0.072479345,0.193570708,1.43062004
5,48,0.012093728,0.20905568,1.432193597
5,49,0.136887241,-0.152767178,1.444163529
5,50,-0.033891626,0.208378657,1.451411036
5,51,-0.073450883,0.196278776,1.455873732
5,52,0.209482099,0.031746833,1.457144816
5,53,-0.214214258,0.017837071,1.479736463
5,54,-0.117494605,-0.173946784,1.481581475
5,55,0.149232627,-0.147230461,1.486354644
5,56,0.119972703,0.174738218,1.50080855
5,57,-0.097915583,0.189957643,1.505178272
5,58,0.186491107,-0.10393462,1.506629026
5,59,0.166624522,0.131363659,1.506860587
5,60,0.174234137,-0.123355273,1.51570293
5,61,-0.061954355,-0.208661053,1.518743144
5,62,0.190045031,-0.106357745,1.545289848
5,63,-0.071347193,-0.211438592,1.570341312
5,64,-0.22523388,-0.028495915,1.582838178
5,65,0.176811509,-0.138213562,1.618595295
5,66,-0.210535748,-0.090995252,1.635100894
5,67,-0.114662853,0.197123902,1.63900336
5,68,0.208359036,0.098786422,1.650697258
5,69,0.127873449,0.192010771,1.669309575
5,70,-0.194308394,0.129915101,1.696822429
5,71,-0.080946163,-0.224770744,1.70799785
5,72,0.155050773,0.175807146,1.712378322
5,73,0.217841535,-0.096390983,1.713188764
5,74,0.116165277,0.206793294,1.718215249
5,75,-0.031816735,0.24153578,1.719261312
5,76,0.228642723,0.076605398,1.723381525
5,77,-0.124107871,0.20264784,1.727041127
5,78,-0.227550075,0.086334946,1.748670187
5,79,-0.184998902,-0.150816607,1.749162763
5,80,0.047675105,-0.245208418,1.775619634
5,81,-0.252172813,-0.044609407,1.823785223
5,82,-0.199906465,0.150465893,1.849205739
5,83,0.194206273,-0.164574989,1.892242987
5,84,-0.017592466,-0.26835935,1.912888411
5,85,-0.243527042,0.106066785,1.943775553
5,86,-0.035236322,-0.27175042,1.957046012
5,87,0.033709416,0.273371444,1.966989882
5,88,-0.083526698,0.258745044,1.973037393
5,89,0.277290972,0.031833294,1.993478551
5,90,-0.28223926,0.003181386,2.010108027
5,91,0.041161526,0.279472662,2.022613433
5,92,0.149865724,-0.22592463,2.023460218
5,93,0.049408373,0.277651574,2.023752207
5,94,-0.067446342,-0.274106141,2.038204434
5,95,-0.088481785,0.267556238,2.052440091
5,96,-0.287935234,-0.009988852,2.053102895
5,97,0.018758534,-0.288342169,2.060836765
5,98,0.035028968,0.293063729,2.110733662
5,99,-0.28360776,0.072045596,2.117267495
6,0,0.010982094,-0.019910438,0.078031151
6,1,-0.022350639,0.013752453,0.092476631
6,2,0.027751166,0.033566981,0.173063434
6,3,0.043400616,0.006136028,0.174344919
6,4,0.063199437,-0.023961434,0.308732302
6,5,-0.075072389,0.027960966,0.389480221
6,6,-0.049166866,0.074462518,0.453259871
6,7,-0.08382224,-0.067719175,0.591320911
6,8,0.103196492,0.037496556,0.604150407
6,9,0.11061827,-0.008974705,0.611057611
6,10,0.108210159,0.044302701,0.660400666
6,11,0.114766244,-0.02679253,0.665587505
6,12,-0.047124667,-0.109271915,0.677156033
6,13,-0.099982843,0.064348312,0.678600617
6,14,0.12142251,0.017563662,0.702988093
6,15,0.003749802,-0.125468526,0.72498239
6,16,-0.128969839,0.002919276,0.752938282
6,17,-0.056541873,-0.120444023,0.792488667
6,18,-0.045845084,-0.130882453,0.837007216
6,19,-0.131328579,-0.048819462,0.849504374
6,20,-0.084626364,0.125269354,0.951287784
6,21,-0.099493506,0.113902174,0.953981445
6,22,0.104466043,0.111421829,0.967452483
6,23,0.046480789,0.150627014,0.997012164
6,24,0.05523377,0.153130365,1.043562146
6,25,0.087932898,0.136163789,1.047074416
6,26,-0.094981496,-0.133475399,1.063948674
6,27,-0.164852339,0.023766676,1.068234792
6,28,-0.109408545,0.125046001,1.087050355
6,29,-0.161772239,-0.047367367,1.090932531
6,30,0.137445605,-0.096356281,1.099925362
6,31,-0.073402751,0.152991225,1.109128661
6,32,0.09179111,-0.143266951,1.119005562
6,33,-0.058333121,0.161743545,1.123528016
6,34,0.050120405,0.166141767,1.134615462
6,35,-0.165661423,0.05237158,1.137115205
6,36,0.150219935,0.086765807,1.146790885
6,37,0.175249869,-0.026555817,1.160289106
6,38,-0.038695693,0.173169292,1.164816896
6,39,-0.131009944,0.115761218,1.165736083
6,40,0.103642372,0.14210805,1.173077902
6,41,-0.182505091,-0.036134784,1.238114883
6,42,-0.052892491,-0.180564467,1.261796355
6,43,0.190855926,0.016128565,1.280862991
6,44,-0.180599997,0.061286192,1.287311804
6,45,0.168734826,-0.08859834,1.298117518
6,46,0.177480676,-0.077756649,1.321142499
6,47,0.070214041,0.185232336,1.355199812
6,48,-0.030819091,-0.197916819,1.358697422
6,49,0.112466337,0.162528602,1.370348609
6,50,-0.090084625,0.177580974,1.373806045
6,51,-0.202618781,-0.005720743,1.374919503
6,52,0.14852805,-0.135488243,1.406685256
6,53,0.131774896,0.15259368,1.41140216
6,54,0.170412774,-0.112944752,1.431122473
6,55,-0.064304093,-0.200669201,1.460921498
6,56,-0.026987495,0.217952092,1.52080066
6,57,-0.114721502,-0.18248202,1.530127542
6,58,0.204396085,0.078450528,1.538787759
6,59,-0.006651924,-0.223294738,1.548733111
6,60,-0.121001731,-0.181767293,1.557878515
6,61,-0.036995149,-0.223931191,1.585163381
6,62,0.223141291,0.046471854,1.59707465
6,63,0.226176028,0.036574833,1.602766
6,64,0.224994761,0.049446494,1.618635109
6,65,0.183904987,0.132276943,1.635001226
6,66,-0.013592034,0.237065445,1.664859268
6,67,-0.174101542,0.149650744,1.667949648
6,68,0.104666109,0.209375849,1.684187793
6,69,-0.077494554,0.226927237,1.712981191
6,70,0.1383994,0.19145682,1.722802651
6,71,-0.159827027,0.173933956,1.729366542
6,72,-0.239984049,0.051183944,1.742091646
6,73,0.120446421,0.209134724,1.756244289
6,74,-0.117260727,-0.213421292,1.772395991
6,75,-0.068494283,0.238295007,1.77323043
6,76,-0.226294305,-0.096509297,1.777886022
6,77,0.115806413,0.217147407,1.792990858
6,78,0.094710077,0.231615046,1.810978744
6,79,0.1766479,0.172414583,1.825758703
6,80,-0.224563495,-0.12091536,1.870868624
6,81,-0.244864912,-0.083941548,1.871724165
6,82,-0.219808759,0.128724185,1.874058835
6,83,-0.150942913,-0.211055308,1.9281162
6,84,0.274346122,0.015738417,1.956569141
6,85,-0.244490243,-0.107598617,1.956921894
6,86,-0.034333522,-0.272395587,1.96059276
6,87,0.123573646,0.236607392,1.969276221
6,88,0.274555994,-0.037501683,1.981064881
6,89,-0.003465149,-0.279171792,1.987640832
6,90,-0.260320518,0.085137886,1.989673786
6,91,-0.106115427,0.251946225,2.004493684
6,92,0.170121721,-0.207286621,2.010282342
6,93,-0.145856917,0.230139812,2.031525136
6,94,-0.204432271,0.179618797,2.046925114
6,95,0.189430906,0.199446105,2.073755812
6,96,-0.224887686,-0.162526994,2.083300385
6,97,0.236863482,-0.14794471,2.087393261
6,98,-0.217997028,0.171562651,2.087787223
6,99,-0.296689012,-0.011394982,2.115728281
7,0,0.014133178,0.01297677,0.0640484
7,1,0.012659472,0.024834227,0.099416877
7,2,-0.045814335,-0.027103298,0.224537572
7,3,-0.010071931,0.058482889,0.259011692
7,4,-0.05647025,0.019601192,0.261671929
7,5,0.00662826,-0.062229907,0.278028244
7,6,0.047429054,-0.042634824,0.285820807
